WONO,SQKNO,WLSSQI,SEQNO,EDATE,APYM,EMPNO,EMPDP,RETAIL,COST,TYPE,HOURS,TAXCD,LAREA,RCDCD,LDATE,LTIME,WLENUS
Y8ANA,1,5335072,28227874,20150811,201508,SMITJ,58,105,24.81,0,9,N,0,,20150811,160708,SERVICE
Y8ANA,1,5335072,28231745,20150811,201508,LUTHA,58,105,24.81,0,-9,N,0,,20150812,132506,HURDA
Y8ANA,1,5335072,28233226,20150811,201508,SMITJ,58,105,24.81,0,-9,N,0,,20150812,151538,HURDA
Y8ANA,1,5335072,28256138,20150817,201508,STAMM,58,105,24.81,0,1,N,0,,20150817,224945,SERVICE
Y8ANA,1,5335072,28256140,20150817,201508,STAMM,58,105,24.81,0,4,N,0,,20150817,224946,SERVICE
Y8ANA,1,5335072,28256453,20150818,201508,MCCLT,58,105,24.81,0,2.5,N,0,,20150818,20257,SERVICE
Y8ANA,1,5335072,28260887,20150818,201508,CALWJ,58,105,24.81,0,2,N,0,,20150818,155808,SERVICE
Y8ANA,1,5335072,28262118,20150817,201508,VEIKD,54,105,30.91,0,0.3,N,0,,20150818,221341,VEIKD
Y8ANA,1,5335072,28262119,20150818,201508,VEIKD,54,105,30.91,0,0.3,N,0,,20150818,221448,VEIKD
Y8ANA,1,5335072,28262205,20150818,201508,STAMM,58,105,24.81,0,3,N,0,,20150818,224604,SERVICE
Y8ANA,1,5335072,28269413,20150819,201508,CALWJ,58,105,24.81,0,1.5,Y,0,,20150820,64301,SERVICE
Y8ANA,1,5335072,28280998,20150819,201508,HURDA,58,105,24.81,0,3,N,0,,20150821,152844,HURDA
Y8ANA,1,5335072,28281054,20150818,201508,HURDA,58,105,24.81,0,3,N,0,,20150821,153028,HURDA
Y8ANA,1,5335072,28305912,20150827,201508,SWEED,54,105,30.91,0,0.5,N,0,,20150827,104941,SWEED
Y8ANA,1,5335072,28306439,20150827,201508,CALWJ,58,105,24.82,0,2,N,0,,20150827,124057,SERVICE
Y8ANA,1,5335072,28491821,20151006,201510,SWEED,54,105,31.15,0,0.2,N,0,,20151006,133939,SWEED
Y8ANA,1,5335072,28491823,20151006,201510,BOWEX,54,105,31.15,0,0.1,N,0,,20151006,134013,BOWEX
Y8ANA,1,5335072,28491824,20151006,201510,BOWEX,54,105,31.15,0,0.1,N,0,,20151006,134014,BOWEX
Y8ANA,1,5335072,28500399,20151007,201510,OBRIT,54,105,31.15,0,0.3,N,0,,20151007,191235,
Y8ANA,1,5335072,28500403,20151007,201510,OBRIT,54,105,31.15,0,0.3,N,0,,20151007,191348,
Y8ANA,1,5335072,28514729,20151011,201510,HANSW,54,105,31.15,0,0.2,N,0,,20151011,124938,
Y8ANA,1,5335072,28519382,20151012,201510,VEIKD,54,105,31.15,0,0.2,N,0,,20151012,163548,
Y8ANA,1,5335072,28527076,20151014,201510,HANSW,54,105,31.15,0,0.3,N,0,,20151014,85042,
Y8ANA,1,5335073,27715067,20150425,201504,AKSAA,107,105,30.42,0,2,N,0,,20150425,132658,AKSAA
Y8ANA,1,5335073,27754002,20150504,201505,BOWEX,54,105,30.64,0,0.1,N,0,,20150504,113806,BOWEX
Y8ANA,1,5335073,27791376,20150512,201505,HANSW,54,105,30.83,0,0.2,N,0,,20150512,72059,
Y8ANA,1,5335074,27688120,20150420,201504,DORWN,58,105,24.43,0,1,N,0,,20150420,151628,SERVICE
Y8ANA,1,5335074,27688759,20150420,201504,HURDA,58,105,24.43,0,2,N,0,,20150420,155138,RYANZ
Y8ANA,1,5335074,28537518,20151015,201510,STAMM,58,105,25.01,0,2,N,0,,20151015,184855,SERVICE
Y8ANA,1,5335074,28546295,20151017,201510,RANGJ,58,105,25.01,0,3,N,0,,20151017,193126,RANGJ
Y8ANA,1,5335074,28546588,20151018,201510,SMITA,58,105,25.01,0,3,N,0,,20151018,104424,FENSG
Y8ANA,1,5335075,27682888,20150418,201504,WEIGA,119,105,25.76,0,4.3,N,0,,20150418,181901,WEIGA
Y8ANA,1,5335075,28028378,20150630,201506,RABEJ,119,105,26.79,0,0.5,N,0,,20150630,152645,RABEJ
Y8ANA,1,5335075,28531460,20151014,201510,NAJER,119,105,26.36,0,2,N,0,,20151014,212603,SERVICE
Y8ANA,1,5335075,28531494,20151014,201510,NAJER,119,105,26.36,0,0.5,N,0,,20151014,214002,SERVICE
Y8ANA,1,5335075,28537298,20151015,201510,SIMMY,119,105,26.36,0,0.7,N,0,,20151015,175208,SIMMY
Y8ANA,1,5335076,27778844,20150506,201505,HURDA,58,105,24.42,0,1,N,0,,20150508,114050,HURDA
Y8ANA,1,5335076,27829124,20150519,201505,HURDA,58,105,24.42,0,1,N,0,,20150519,153157,HURDA
Y8ANA,1,5335077,27726944,20150428,201504,SWEED,54,105,30.64,0,1,N,0,,20150428,151559,SWEED
Y8ANA,1,5335077,27756458,20150504,201505,HAMRM,54,105,30.64,0,5,N,0,,20150504,154531,HAMRM
Y8ANA,1,5335077,27758465,20150505,201505,HANSW,54,105,30.64,0,0.3,N,0,,20150505,74731,HANSW
Y8ANA,1,5335077,27761667,20150505,201505,HANSW,54,105,30.64,0,1,N,0,,20150505,152453,HANSW
Y8ANA,1,5335077,27762387,20150505,201505,HAMRM,54,105,30.83,0,6,N,0,,20150505,161935,HAMRM
Y8ANA,1,5335077,27764831,20150506,201505,HAMRM,54,105,30.83,0,0.7,N,0,,20150506,91045,HAMRM
Y8ANA,1,5335077,27768275,20150506,201505,HANSW,54,105,30.83,0,0.3,N,0,,20150506,151642,HANSW
Y8ANA,1,5335077,27779093,20150508,201505,HANSW,54,105,30.83,0,4,N,0,,20150508,122900,HANSW
Y8ANA,1,5335077,27788599,20150511,201505,HANSW,54,105,30.83,0,1,N,0,,20150511,151053,HANSW
Y8ANA,1,5335077,27881437,20150601,201506,SWEED,54,105,30.78,0,1,N,0,,20150601,91651,SWEED
Y8ANA,1,5335077,27882310,20150601,201506,BOWEX,54,105,30.78,0,0.1,N,0,,20150601,113243,BOWEX
Y8ANA,1,5335077,28040990,20150702,201507,BOWEX,54,105,30.78,0,0.1,N,0,,20150702,145633,BOWEX
Y8ANA,1,5335077,28051377,20150707,201507,SWEED,54,105,30.78,0,0.2,N,0,,20150707,102015,
Y8ANA,1,5335077,28072765,20150709,201507,SWEED,54,105,30.78,0,0.5,N,0,,20150709,153012,SWEED
Y8ANA,1,5335077,28077420,20150710,201507,DUNEC,54,105,30.78,0,0.4,N,0,,20150710,124428,DUNEC
Y8ANA,1,5335077,28099735,20150715,201507,SWEED,54,105,30.86,0,0.5,N,0,,20150715,150521,SWEED
Y8ANA,1,5335077,28124148,20150721,201507,HANSW,54,105,30.86,0,0.2,N,0,,20150721,122903,
Y8ANA,1,5335077,28227100,20150811,201508,HAMRM,54,105,30.91,0,5,N,0,,20150811,152227,HAMRM
Y8ANA,1,5335077,28246178,20150814,201508,DUNEC,54,105,30.91,0,1.9,N,0,,20150814,144304,DUNEC
Y8ANA,1,5335077,28347977,20150904,201509,SWEED,54,105,30.91,0,2.5,N,0,,20150904,143238,SWEED
Y8ANA,1,5335077,28347992,20150904,201509,SWEED,54,105,30.91,0,1,N,0,,20150904,143316,SWEED
Y8ANA,1,5335077,28348257,20150904,201509,SWEED,54,105,30.91,0,0.1,N,0,,20150904,145027,
Y8ANA,1,5335077,28369446,20150910,201509,SWEED,54,105,30.88,0,1.5,N,0,,20150910,151441,SWEED
Y8ANA,1,5335077,28369532,20150910,201509,SWEED,54,105,30.88,0,0.5,N,0,,20150910,151843,SWEED
Y8ANA,1,5335077,28375785,20150911,201509,BOWEX,54,105,30.88,0,0.1,N,0,,20150911,144945,BOWEX
Y8ANA,1,5335077,28375792,20150911,201509,BOWEX,54,105,30.88,0,0.1,N,0,,20150911,145003,BOWEX
Y8ANA,1,5335077,28417607,20150921,201509,SWEED,54,105,30.88,0,0.2,N,0,,20150921,104530,
Y8ANA,1,5335077,28419780,20150921,201509,SWEED,54,105,30.88,0,1,N,0,,20150921,152304,SWEED
Y8ANA,1,5335077,28425770,20150922,201509,SWEED,54,105,30.78,0,0.5,N,0,,20150922,152646,SWEED
Y8ANA,1,5335077,28530134,20151014,201510,SWEED,54,105,31.15,0,1.5,N,0,,20151014,152856,SWEED
Y8ANA,1,5335077,28535497,20151015,201510,SWEED,54,105,31.15,0,2,N,0,,20151015,145917,SWEED
Y8ANA,1,5335077,28550112,20151019,201510,BOWEX,54,105,31.15,0,0.1,N,0,,20151019,134106,BOWEX
Y8ANA,1,5335077,28550278,20151019,201510,SWEED,54,105,31.15,0,0.3,N,0,,20151019,140045,
Y8ANA,1,5335077,28550866,20151019,201510,SWEED,54,105,31.15,0,2.5,N,0,,20151019,144011,SWEED
Y8ANA,1,5335077,28551461,20151019,201510,NORKE,54,105,31.15,0,1.6,N,0,,20151019,152611,NORKE
Y8ANA,1,5335077,28551484,20151019,201510,SWEED,54,105,31.15,0,1,N,0,,20151019,152733,SWEED
Y8ANA,1,5335077,28554178,20151020,201510,SWEED,54,105,31.15,1,0.6,N,0,,20151020,83239,SWEED
Y8ANA,1,5335077,28554828,20151020,201510,NORKE,54,105,31.15,0,2.3,N,0,,20151020,112435,
Y8ANA,1,5335077,28556498,20151020,201510,BOWEX,54,105,30.94,0,0.1,N,0,,20151020,144934,BOWEX
Y8ANA,1,5335077,28556562,20151020,201510,BOWEX,54,105,30.94,0,0.1,N,0,,20151020,145604,BOWEX
Y8ANA,1,5335077,28557689,20151020,201510,SWEED,54,105,30.94,0,0.5,N,0,,20151020,162628,SWEED
Y8ANA,1,5335077,28557723,20151020,201510,SWEED,54,105,30.94,0,0.5,N,0,,20151020,162849,SWEED
Y8ANA,1,5335077,28560879,20151021,201510,SWEED,54,105,30.94,0,0.1,N,0,,20151021,124137,
Y8ANA,1,5335077,28560889,20151021,201510,SWEED,54,105,30.94,0,0.1,N,0,,20151021,124252,
Y8ANA,1,5335077,28560897,20151021,201510,SWEED,54,105,30.94,0,0.1,N,0,,20151021,124352,
Y8ANA,1,5335078,27807834,20150514,201505,HURDA,58,105,24.42,0,2.5,N,0,,20150514,153315,HURDA
Y8ANA,1,5335078,27836339,20150520,201505,HURDA,58,105,24.52,0,1,N,0,,20150520,163043,HURDA
Y8ANA,1,5335078,28226475,20150811,201508,DUNEC,54,105,30.86,0,0.1,N,0,,20150811,144238,
Y8ANA,1,5335078,28281136,20150817,201508,HURDA,58,105,24.81,0,1,N,0,,20150821,153252,HURDA
